Count,Average Steering Change,Steering Change SD,Steering Change SE,Average Distance,Average Distance SD,Average Distance SE,Average Angle,Angle SD,Angle SE
1,0.0,0.0,0.0,0.00082,0.0,0.0,0.00062,.0,.0
2,0.0,0.0,0.0,0.00295,.0,.0,0.00164,0.0,0.0
3,0.0,0.0,0.0,0.00651,0.00000,0.00000,0.00265,.0,.0
4,0.0,0.02828,0.00400,0.01273,0.00556,0.00078,0.00538,0.00846,0.00119
5,0.00000,0.06403,0.00905,0.02061,0.01226,0.00173,0.00462,0.00055,0.00007
6,0.00000,0.04242,0.00599,0.02817,0.01116,0.00157,0.00585,0.00168,0.00023
7,0.0,0.02000,0.00282,0.03820,0.01444,0.00204,0.00714,0.00287,0.00040
8,0.0,0.03000,0.00424,0.04891,0.01538,0.00217,0.00738,0.00886,0.00125
9,0.00000,0.10049,0.01421,0.04860,0.02340,0.00330,0.00942,0.02171,0.00307
10,0.00000,0.15491,0.02190,0.04865,0.03769,0.00533,0.01271,0.00875,0.00123
11,0.00100,0.12267,0.01734,0.07288,0.03565,0.00504,0.01774,0.01314,0.00185
12,0.00100,0.11335,0.01603,0.08992,0.04226,0.00597,0.01005,0.01433,0.00202
13,0.00000,0.14491,0.02049,0.10564,0.04578,0.00647,0.01061,0.01414,0.00200
14,0.00000,0.11747,0.01661,0.12194,0.04645,0.00656,0.01219,0.01388,0.00196
15,0.00000,0.08306,0.01174,0.13872,0.04788,0.00677,0.01116,0.01585,0.00224
16,0.00099,0.13692,0.01936,0.15203,0.05153,0.00728,0.00738,0.01609,0.00227
17,0.00000,0.15811,0.02236,0.16171,0.04958,0.00701,0.00501,0.01716,0.00242
18,0.00000,0.13453,0.01902,0.16170,0.05068,0.00716,0.00554,0.01480,0.00209
19,0.0,0.11958,0.01691,0.15946,0.04710,0.00666,0.00217,0.02066,0.00292
20,0.00000,0.18681,0.02641,0.16345,0.04578,0.00647,0.00232,0.01574,0.00222
21,0.00000,0.10954,0.01549,0.16421,0.04573,0.00646,0.00030,0.01754,0.00248
22,0.00000,0.14317,0.02024,0.16386,0.04572,0.00646,0.00190,0.01540,0.00217
23,0.00199,0.15098,0.02135,0.16168,0.04263,0.00602,0.00014,0.01738,0.00245
24,0.00099,0.12020,0.01699,0.16347,0.03826,0.00541,0.00288,0.01659,0.00234
25,0.00099,0.11553,0.01633,0.16671,0.03894,0.00550,0.00180,0.01644,0.00232
26,0.00000,0.11090,0.01568,0.16925,0.04136,0.00585,0.00251,0.01407,0.00198
27,0.00000,0.12247,0.01732,0.17222,0.04311,0.00609,0.00178,0.01380,0.00195
28,0.00000,0.10246,0.01449,0.17064,0.04493,0.00635,0.00343,0.01491,0.00210
29,0.00000,0.11135,0.01574,0.16804,0.04967,0.00702,0.00053,0.01270,0.00179
30,0.00000,0.12165,0.01720,0.16968,0.05100,0.00721,0.00134,0.01240,0.00175
