Count,Average Steering Change,Steering Change SD,Steering Change SE,Average Distance,Average Distance SD,Average Distance SE,Average Angle,Angle SD,Angle SE
1,0.00499,0.40289,0.05697,0.03936,0.00839,0.00118,0.02567,0.05835,0.00825
2,0.00299,1.09778,0.15525,0.12497,0.04199,0.00593,0.04130,0.05632,0.00796
3,0.00699,0.67074,0.09485,0.14522,0.08779,0.01241,0.02830,0.06146,0.00869
4,0.00000,0.82006,0.11597,0.15057,0.10498,0.01484,0.00935,0.06228,0.00880
5,0.00100,0.88952,0.12579,0.16554,0.11898,0.01682,0.00139,0.06956,0.00983
6,0.01999,0.85129,0.12039,0.17971,0.12684,0.01793,0.01476,0.05861,0.00828
7,0.01299,0.86190,0.12189,0.19274,0.13184,0.01864,0.00959,0.06063,0.00857
8,0.00500,0.89063,0.12595,0.19419,0.13012,0.01840,0.00325,0.07640,0.01080
9,0.00299,0.90157,0.12750,0.20551,0.13611,0.01924,0.01567,0.06641,0.00939
10,0.02000,0.81553,0.11533,0.21948,0.15150,0.02142,0.00672,0.08076,0.01142
11,0.01500,0.82129,0.11614,0.23754,0.15417,0.02180,0.00731,0.06517,0.00921
12,0.01500,0.80232,0.11346,0.24146,0.15289,0.02162,0.00424,0.07570,0.01070
13,0.02000,0.85480,0.12088,0.22350,0.14387,0.02034,0.01598,0.06761,0.00956
14,0.00300,0.81904,0.11583,0.22387,0.14959,0.02115,0.01838,0.07994,0.01130
15,0.00200,0.86625,0.12250,0.24196,0.15776,0.02231,0.01467,0.07068,0.00999
16,0.00499,0.90223,0.12759,0.25415,0.18334,0.02592,0.00764,0.07410,0.01048
17,0.01999,0.84988,0.12019,0.25901,0.19895,0.02813,0.00715,0.06844,0.00967
18,0.01499,0.90869,0.12850,0.27005,0.20355,0.02878,0.01034,0.07375,0.01043
19,0.02000,0.79435,0.11233,0.27366,0.19902,0.02814,0.00470,0.07189,0.01016
20,0.01999,0.87160,0.12326,0.28604,0.19121,0.02704,0.00611,0.06508,0.00920
21,0.00999,0.78479,0.11098,0.30168,0.18785,0.02656,0.01890,0.06399,0.00905
22,0.00300,0.79280,0.11211,0.30636,0.18920,0.02675,0.00182,0.06058,0.00856
23,0.00000,0.79309,0.11216,0.31551,0.19638,0.02777,0.01554,0.06868,0.00971
24,0.00500,0.85347,0.12069,0.32522,0.19074,0.02697,0.00200,0.07430,0.01050
25,0.00299,0.89030,0.12590,0.33796,0.18358,0.02596,0.00273,0.07279,0.01029
26,0.00199,1.04589,0.14791,0.33788,0.19751,0.02793,0.01365,0.06766,0.00956
27,0.00500,0.76610,0.10834,0.32470,0.19658,0.02780,0.00839,0.06322,0.00894
28,0.02000,0.76118,0.10764,0.32632,0.18510,0.02617,0.00269,0.06269,0.00886
29,0.00999,0.88910,0.12573,0.32334,0.19089,0.02699,0.00672,0.07193,0.01017
30,0.00499,0.81677,0.11550,0.32575,0.20960,0.02964,0.00228,0.06378,0.00902
31,0.00299,0.79983,0.11311,0.32274,0.22317,0.03156,0.00805,0.05877,0.00831
32,0.01499,0.97212,0.13747,0.31637,0.21677,0.03065,0.00114,0.07794,0.01102
33,0.01499,0.81174,0.11479,0.31408,0.20220,0.02859,0.00312,0.07924,0.01120
34,0.00300,0.86077,0.12173,0.32066,0.18547,0.02623,0.00878,0.06234,0.00881
35,0.00000,0.86821,0.12278,0.31373,0.16582,0.02345,0.01129,0.07713,0.01090
36,0.00199,0.93919,0.13282,0.29742,0.15989,0.02261,0.00459,0.08736,0.01235
37,0.00999,0.89827,0.12703,0.28810,0.17327,0.02450,0.00539,0.07034,0.00994
38,0.00999,0.83156,0.11760,0.30477,0.18030,0.02549,0.01742,0.06916,0.00978
39,0.01999,0.91285,0.12909,0.32099,0.19966,0.02823,0.00317,0.07376,0.01043
40,0.01500,1.01060,0.14292,0.30844,0.22621,0.03199,0.01050,0.08006,0.01132
41,0.00800,1.04462,0.14773,0.30250,0.22447,0.03174,0.00119,0.08476,0.01198
