Count,Average Steering Change,Steering Change SD,Steering Change SE,Average Distance,Average Distance SD,Average Distance SE,Average Angle,Angle SD,Angle SE
1,0.00500,0.44522,0.06296,0.03719,0.01416,0.00200,0.02268,0.05951,0.00841
2,0.01799,1.08534,0.15349,0.12238,0.05542,0.00783,0.03605,0.06833,0.00966
3,0.01000,1.01039,0.14289,0.13873,0.10076,0.01425,0.01447,0.07084,0.01001
4,0.02000,0.98122,0.13876,0.14678,0.11187,0.01582,0.01776,0.07595,0.01074
5,0.01500,0.94038,0.13299,0.16004,0.10382,0.01468,0.00374,0.07570,0.01070
6,0.01200,0.92997,0.13151,0.15202,0.10542,0.01490,0.01050,0.06792,0.00960
7,0.00699,0.76856,0.10869,0.13668,0.10230,0.01446,0.02184,0.08074,0.01141
8,0.01999,0.98142,0.13879,0.12030,0.09539,0.01349,0.02951,0.07466,0.01055
9,0.01199,0.91910,0.12998,0.11622,0.09141,0.01292,0.00271,0.07395,0.01045
10,0.00800,0.99399,0.14057,0.11512,0.08368,0.01183,0.01580,0.08702,0.01230
11,0.00299,0.99495,0.14070,0.12108,0.08534,0.01207,0.01636,0.07539,0.01066
12,0.00099,0.92587,0.13093,0.14041,0.08659,0.01224,0.01104,0.06629,0.00937
13,0.01199,1.00740,0.14246,0.14034,0.10130,0.01432,0.01549,0.07683,0.01086
14,0.00000,0.95215,0.13465,0.14557,0.10401,0.01471,0.00695,0.08716,0.01232
15,0.01500,0.95766,0.13543,0.15833,0.10378,0.01467,0.00610,0.07560,0.01069
16,0.01000,0.86440,0.12224,0.16013,0.11200,0.01584,0.00142,0.06784,0.00959
17,0.00499,0.84239,0.11913,0.16067,0.12060,0.01705,0.00309,0.07555,0.01068
18,0.02000,0.98600,0.13944,0.17197,0.13429,0.01899,0.00707,0.06815,0.00963
19,0.01500,0.87442,0.12366,0.17261,0.13559,0.01917,0.00964,0.07313,0.01034
20,0.00999,0.88249,0.12480,0.17347,0.14210,0.02009,0.00116,0.05954,0.00842
21,0.01999,1.04498,0.14778,0.18050,0.13695,0.01936,0.01045,0.07779,0.01100
22,0.01500,0.89270,0.12624,0.19142,0.13303,0.01881,0.00608,0.07626,0.01078
23,0.01999,0.81209,0.11484,0.20127,0.14109,0.01995,0.01600,0.06980,0.00987
24,0.01500,1.01174,0.14308,0.20493,0.14863,0.02102,0.00334,0.06910,0.00977
25,0.00499,1.17563,0.16626,0.21014,0.13746,0.01944,0.00285,0.07201,0.01018
26,0.01999,0.87458,0.12368,0.19498,0.14028,0.01983,0.00746,0.06428,0.00909
27,0.01000,1.01503,0.14354,0.17685,0.14572,0.02060,0.01503,0.06418,0.00907
28,0.02000,0.83372,0.11790,0.17999,0.13703,0.01937,0.01005,0.06159,0.00871
29,0.00500,1.04327,0.14754,0.18368,0.13094,0.01851,0.01454,0.06509,0.00920
30,0.01500,1.16414,0.16463,0.20013,0.13914,0.01967,0.01196,0.06213,0.00878
31,0.01500,1.00748,0.14247,0.21363,0.14114,0.01996,0.01076,0.06193,0.00875
32,0.01999,0.88887,0.12570,0.21798,0.14776,0.02089,0.00804,0.07073,0.01000
33,0.00199,0.91771,0.12978,0.21635,0.15169,0.02145,0.00306,0.05738,0.00811
34,0.02000,0.90730,0.12831,0.22051,0.16243,0.02297,0.00822,0.07521,0.01063
35,0.00300,1.08029,0.15277,0.23800,0.15996,0.02262,0.00206,0.06628,0.00937
36,0.01999,1.03450,0.14630,0.23604,0.15026,0.02125,0.01401,0.07854,0.01110
37,0.00699,0.95848,0.13555,0.22089,0.14922,0.02110,0.01993,0.07150,0.01011
38,0.01999,0.94026,0.13297,0.20401,0.15276,0.02160,0.00825,0.05849,0.00827
39,0.02000,1.06470,0.15057,0.19926,0.15582,0.02203,0.00175,0.06557,0.00927
40,0.00500,0.93076,0.13163,0.20374,0.15644,0.02212,0.00571,0.05718,0.00808
41,0.01999,0.82849,0.11716,0.21211,0.14597,0.02064,0.00227,0.06318,0.00893
