Count,Average Steering Change,Steering Change SD,Steering Change SE,Average Distance,Average Distance SD,Average Distance SE,Average Angle,Angle SD,Angle SE
1,0.01999,0.38974,0.05511,0.05013,0.00214,0.00030,0.08020,0.02198,0.00310
2,0.01999,0.46119,0.06522,0.22168,0.02578,0.00364,0.18462,0.04856,0.00686
3,0.01500,0.60010,0.08486,0.36749,0.06528,0.00923,0.05541,0.01695,0.00239
4,0.00499,0.68383,0.09670,0.40076,0.07047,0.00996,0.05185,0.03914,0.00553
5,0.00999,0.71070,0.10050,0.36235,0.07291,0.01031,0.05666,0.04427,0.00626
6,0.01499,0.89962,0.12722,0.28374,0.04801,0.00679,0.05232,0.04770,0.00674
7,0.01799,1.17476,0.16613,0.24699,0.05230,0.00739,0.00276,0.04744,0.00671
8,0.01500,1.01736,0.14387,0.22327,0.05536,0.00782,0.00742,0.06181,0.00874
9,0.01200,0.77907,0.11017,0.22180,0.08423,0.01191,0.00729,0.07148,0.01010
10,0.01500,1.11131,0.15716,0.20312,0.13541,0.01915,0.01957,0.05420,0.00766
11,0.01999,1.30575,0.18466,0.20282,0.16617,0.02350,0.01316,0.06405,0.00905
12,0.01530,1.11424,0.15917,0.18378,0.05178,0.00739,0.00506,0.06636,0.00948
13,0.01734,0.98843,0.14120,0.18870,0.07729,0.01104,0.00440,0.07192,0.01027
14,0.02040,1.14877,0.16411,0.17850,0.12714,0.01816,0.00344,0.10334,0.01476
15,0.00306,1.26371,0.18053,0.17911,0.13195,0.01885,0.02967,0.10826,0.01546
16,0.00204,1.08095,0.15442,0.19079,0.12982,0.01854,0.02349,0.10979,0.01568
17,0.01530,1.19271,0.17038,0.19281,0.13816,0.01973,0.01187,0.10410,0.01487
18,0.02040,1.02802,0.14686,0.19566,0.13698,0.01956,0.01285,0.10820,0.01545
19,0.01020,1.07290,0.15327,0.18902,0.13599,0.01942,0.00451,0.09888,0.01412
20,0.01224,1.08211,0.15458,0.18695,0.14464,0.02066,0.01321,0.09940,0.01420
21,0.01770,1.08596,0.15674,0.18160,0.06504,0.00938,0.00478,0.06793,0.00980
22,0.01770,1.20210,0.17350,0.18597,0.11604,0.01674,0.01714,0.05435,0.00784
23,0.01041,1.15379,0.16653,0.18847,0.15099,0.02179,0.00581,0.03938,0.00568
24,0.01382,1.02457,0.14944,0.18216,0.05445,0.00794,0.01262,0.03908,0.00570
25,0.01808,1.02362,0.14931,0.18174,0.04821,0.00703,0.00316,0.03233,0.00471
26,0.02127,1.13591,0.16568,0.18984,0.05272,0.00769,0.00669,0.04573,0.00667
27,0.00212,1.07915,0.15741,0.18766,0.05527,0.00806,0.00474,0.03535,0.00515
28,0.00531,1.01159,0.14755,0.19078,0.05780,0.00843,0.00373,0.03972,0.00579
29,0.01276,1.07572,0.15691,0.18352,0.05181,0.00755,0.00619,0.04010,0.00585
30,0.01382,1.00428,0.14648,0.18607,0.05626,0.00820,0.00368,0.04165,0.00607
31,0.01808,0.84566,0.12335,0.18157,0.05361,0.00782,0.00725,0.03051,0.00445
32,0.01914,1.00491,0.14658,0.18054,0.05428,0.00791,0.00444,0.04332,0.00631
33,0.01276,1.13078,0.16494,0.18175,0.04636,0.00676,0.00103,0.04312,0.00629
34,0.02127,1.07157,0.15630,0.17934,0.05401,0.00787,0.00397,0.04098,0.00597
35,0.02127,0.96787,0.14117,0.17976,0.06157,0.00898,0.00160,0.03405,0.00496
36,0.00212,0.95994,0.14002,0.18508,0.05548,0.00809,0.00941,0.04760,0.00694
37,0.00851,1.11213,0.16222,0.18904,0.05373,0.00783,0.00333,0.03126,0.00456
38,0.02127,1.27131,0.18544,0.18066,0.05805,0.00846,0.00759,0.04482,0.00653
39,0.02127,1.17752,0.17175,0.18319,0.04911,0.00716,0.00834,0.04339,0.00632
40,0.00212,1.13343,0.16532,0.18768,0.04981,0.00726,0.00401,0.04537,0.00661
41,0.00106,0.94128,0.13729,0.19373,0.05831,0.00850,0.01182,0.06978,0.01017
42,0.01063,0.95477,0.13926,0.21371,0.10040,0.01464,0.02677,0.09439,0.01376
43,0.01914,0.98026,0.14298,0.22423,0.12707,0.01853,0.01309,0.11077,0.01615
44,0.02127,1.23975,0.18083,0.22051,0.13186,0.01923,0.00988,0.10967,0.01599
45,0.00425,1.07529,0.15684,0.21726,0.13254,0.01933,0.01506,0.10786,0.01573
