Count,Average Steering Change,Steering Change SD,Steering Change SE,Average Distance,Average Distance SD,Average Distance SE,Average Angle,Angle SD,Angle SE
1,0.01999,0.32280,0.04565,0.05036,0.00105,0.00014,0.08350,0.00236,0.00033
2,0.01999,0.43092,0.06094,0.22239,0.01979,0.00279,0.18578,0.03612,0.00510
3,0.01000,0.74276,0.10504,0.36943,0.06218,0.00879,0.05490,0.03377,0.00477
4,0.00000,0.67223,0.09506,0.40919,0.07304,0.01033,0.04197,0.03988,0.00564
5,0.00699,0.76902,0.10875,0.38060,0.06132,0.00867,0.05135,0.05534,0.00782
6,0.02000,0.88215,0.12475,0.32441,0.07707,0.01089,0.03633,0.05891,0.00833
7,0.01999,0.77743,0.10994,0.29735,0.09051,0.01280,0.00011,0.05402,0.00763
8,0.00999,0.84634,0.11969,0.27992,0.10045,0.01420,0.00968,0.08661,0.01224
9,0.00700,0.77272,0.10927,0.27312,0.13499,0.01909,0.01319,0.10113,0.01430
10,0.00000,0.80093,0.11326,0.28294,0.13679,0.01934,0.02812,0.10900,0.01541
11,0.00000,0.71049,0.10047,0.28422,0.14371,0.02032,0.01221,0.10841,0.01533
12,0.00000,0.60802,0.08598,0.28959,0.14386,0.02034,0.01810,0.10921,0.01544
13,0.00199,0.68745,0.09722,0.28323,0.14034,0.01984,0.00281,0.10967,0.01550
14,0.00200,0.64233,0.09084,0.29251,0.13678,0.01934,0.01873,0.10843,0.01533
15,0.00199,0.70682,0.09995,0.30778,0.15528,0.02196,0.01233,0.10973,0.01551
16,0.00714,0.78063,0.11151,0.29618,0.15902,0.02271,0.01353,0.09586,0.01369
17,0.01530,0.79560,0.11365,0.31101,0.15259,0.02179,0.03708,0.10494,0.01499
18,0.01530,0.87634,0.12519,0.31132,0.13597,0.01942,0.01095,0.11389,0.01627
19,0.00408,0.70035,0.10005,0.30063,0.13501,0.01928,0.00519,0.10389,0.01484
20,0.00000,0.62048,0.08864,0.30217,0.13523,0.01931,0.02636,0.09859,0.01408
21,0.00000,0.81419,0.11751,0.29969,0.08621,0.01244,0.01074,0.03931,0.00567
22,0.00104,0.79650,0.11496,0.29811,0.07673,0.01107,0.00852,0.04564,0.00658
23,0.00000,0.78155,0.11280,0.30042,0.06934,0.01000,0.00268,0.05062,0.00730
24,0.00000,0.68731,0.09920,0.29401,0.07982,0.01152,0.01605,0.05140,0.00741
25,0.00000,0.88529,0.12778,0.28393,0.08915,0.01286,0.00476,0.04066,0.00586
26,0.00208,0.53986,0.07792,0.29604,0.08030,0.01159,0.02009,0.05084,0.00733
27,0.00624,0.65777,0.09494,0.28817,0.07758,0.01119,0.00711,0.07039,0.01016
28,0.00000,0.63565,0.09174,0.27741,0.07645,0.01103,0.00056,0.08644,0.01247
29,0.00208,0.66285,0.09567,0.30585,0.10046,0.01450,0.01604,0.09493,0.01370
30,0.00000,0.70725,0.10208,0.32407,0.16094,0.02322,0.00926,0.09448,0.01363
31,0.00000,0.61071,0.08908,0.30553,0.15243,0.02223,0.00990,0.04884,0.00712
32,0.00000,0.72344,0.10666,0.28735,0.07255,0.01069,0.00533,0.04568,0.00673
33,0.00000,0.66234,0.09765,0.28664,0.07794,0.01149,0.00014,0.04534,0.00668
34,0.00869,0.69574,0.10258,0.28805,0.07811,0.01151,0.00028,0.03950,0.00582
35,0.01304,0.67045,0.09885,0.28034,0.06929,0.01021,0.00725,0.03710,0.00547
36,0.00652,0.51590,0.07606,0.27219,0.06438,0.00949,0.00554,0.03897,0.00574
37,0.00000,0.51898,0.07652,0.26522,0.07186,0.01059,0.00323,0.04902,0.00722
38,0.00760,0.47776,0.07044,0.27856,0.06821,0.01005,0.00436,0.06224,0.00917
39,0.01630,0.71960,0.10610,0.29386,0.08515,0.01255,0.00967,0.06434,0.00948
40,0.00543,0.67849,0.10003,0.29800,0.14208,0.02094,0.01659,0.07205,0.01062
41,0.00333,0.62016,0.09244,0.28112,0.05894,0.00878,0.00779,0.03778,0.00563
42,0.00555,0.78833,0.11751,0.29231,0.05980,0.00891,0.01379,0.05484,0.00817
43,0.02222,0.72706,0.10838,0.30390,0.07204,0.01073,0.00299,0.03384,0.00504
44,0.02222,0.69558,0.10369,0.29920,0.06808,0.01014,0.01018,0.04892,0.00729
45,0.01666,0.66766,0.09952,0.29290,0.06497,0.00968,0.00298,0.04510,0.00672
46,0.00666,0.62294,0.09286,0.29007,0.07369,0.01098,0.00183,0.04956,0.00738
47,0.00777,0.51283,0.07644,0.28377,0.08596,0.01281,0.00635,0.04083,0.00608
48,0.01888,0.44074,0.06570,0.27898,0.07815,0.01165,0.00189,0.04072,0.00607
49,0.00222,0.54036,0.08055,0.26979,0.07160,0.01067,0.00902,0.04295,0.00640
50,0.00555,0.54815,0.08171,0.26640,0.07077,0.01055,0.00449,0.03485,0.00519
51,0.00777,0.64583,0.09627,0.26963,0.06609,0.00985,0.00407,0.03713,0.00553
52,0.00111,0.57392,0.08555,0.26915,0.05995,0.00893,0.00127,0.03975,0.00592
53,0.00000,0.51109,0.07619,0.27563,0.05472,0.00815,0.00847,0.02860,0.00426
54,0.00000,0.34608,0.05159,0.28435,0.04984,0.00743,0.00606,0.03262,0.00486
55,0.00333,0.49837,0.07429,0.28865,0.04928,0.00734,0.00126,0.03582,0.00534
56,0.01333,0.72735,0.10842,0.29082,0.05898,0.00879,0.00086,0.04207,0.00627
57,0.02222,0.50930,0.07592,0.28511,0.07062,0.01052,0.00630,0.03920,0.00584
58,0.01666,0.55827,0.08322,0.28359,0.06870,0.01024,0.00135,0.03451,0.00514
59,0.00222,0.51628,0.07696,0.28385,0.05661,0.00843,0.00062,0.03429,0.00511
60,0.01666,0.57242,0.08533,0.28606,0.04500,0.00670,0.00386,0.04007,0.00597
61,0.01333,0.59454,0.08863,0.29224,0.06111,0.00911,0.00457,0.03831,0.00571
62,0.00777,0.55547,0.08280,0.29439,0.07069,0.01053,0.00198,0.03268,0.00487
63,0.02222,0.58599,0.08735,0.28724,0.07285,0.01086,0.00967,0.03905,0.00582
64,0.01111,0.73362,0.10936,0.27417,0.06964,0.01038,0.00866,0.04016,0.00598
65,0.01111,0.51821,0.07725,0.27339,0.06091,0.00908,0.00984,0.04200,0.00626
66,0.01444,0.48917,0.07292,0.28292,0.05524,0.00823,0.00493,0.04184,0.00623
67,0.00000,0.44559,0.06642,0.28183,0.06579,0.00980,0.00070,0.03545,0.00528
68,0.00222,0.58099,0.08660,0.28883,0.06850,0.01021,0.00432,0.04444,0.00662
69,0.00888,0.63344,0.09442,0.29022,0.07077,0.01055,0.00451,0.06887,0.01026
70,0.00555,0.73076,0.10893,0.28583,0.08261,0.01231,0.01372,0.05520,0.00822
71,0.00222,0.64126,0.09559,0.28176,0.06857,0.01022,0.00612,0.04441,0.00662
72,0.01111,0.55696,0.08302,0.28813,0.05893,0.00878,0.01567,0.04567,0.00680
73,0.00000,0.56174,0.08373,0.29313,0.05514,0.00822,0.00759,0.05865,0.00874
74,0.00888,0.47108,0.07022,0.28843,0.06764,0.01008,0.01099,0.07261,0.01082
75,0.01888,0.64422,0.09603,0.30311,0.06405,0.00954,0.01285,0.05347,0.00797
76,0.02222,0.65739,0.09799,0.31076,0.08381,0.01249,0.00032,0.03650,0.00544
77,0.00111,0.69141,0.10307,0.31306,0.09230,0.01376,0.00760,0.04879,0.00727
78,0.00111,0.55050,0.08206,0.30413,0.08298,0.01237,0.01373,0.06843,0.01020
79,0.00444,0.47032,0.07011,0.29857,0.06461,0.00963,0.01070,0.08795,0.01311
80,0.00000,0.53882,0.08032,0.28575,0.07469,0.01113,0.01845,0.10560,0.01574
81,0.00000,0.66882,0.09970,0.29746,0.08627,0.01286,0.01635,0.11719,0.01746
82,0.00111,0.63486,0.09464,0.31041,0.15690,0.02339,0.01523,0.09968,0.01485
83,0.00000,0.50666,0.07638,0.28752,0.05822,0.00877,0.00148,0.03638,0.00548
84,0.00113,0.64168,0.09673,0.29026,0.06250,0.00942,0.00044,0.04476,0.00674
85,0.00000,0.63137,0.09518,0.28858,0.06339,0.00955,0.00073,0.04148,0.00625
86,0.00000,0.65652,0.09897,0.29324,0.05842,0.00880,0.00579,0.03593,0.00541
87,0.00568,0.62077,0.09358,0.29220,0.06291,0.00948,0.00728,0.04370,0.00658
88,0.01477,0.53017,0.07992,0.27829,0.07046,0.01062,0.01005,0.03912,0.00589
89,0.00454,0.63468,0.09568,0.27893,0.07363,0.01110,0.00888,0.04816,0.00726
90,0.00113,0.60878,0.09177,0.28568,0.07561,0.01139,0.00462,0.03988,0.00601
91,0.00227,0.61143,0.09217,0.29222,0.06832,0.01030,0.00347,0.03651,0.00550
92,0.00113,0.74188,0.11184,0.29380,0.06612,0.00996,0.00228,0.04708,0.00709
93,0.00454,0.57334,0.08643,0.29172,0.06820,0.01028,0.00202,0.03759,0.00566
94,0.00909,0.72998,0.11004,0.29004,0.05454,0.00822,0.00055,0.04698,0.00708
95,0.00227,0.60602,0.09136,0.28897,0.05027,0.00757,0.00111,0.03878,0.00584
96,0.00000,0.65704,0.09905,0.29099,0.06065,0.00914,0.00212,0.03649,0.00550
97,0.00000,0.51500,0.07763,0.28774,0.06508,0.00981,0.00387,0.03955,0.00596
98,0.00113,0.48235,0.07271,0.28748,0.06357,0.00958,0.00007,0.03811,0.00574
99,0.00568,0.65054,0.09807,0.28265,0.06619,0.00997,0.00167,0.04209,0.00634
100,0.00340,0.68144,0.10273,0.28405,0.06850,0.01032,0.00386,0.03877,0.00584
101,0.00000,0.62930,0.09487,0.28709,0.06764,0.01019,0.00416,0.03598,0.00542
102,0.00000,0.51123,0.07707,0.29474,0.05291,0.00797,0.00495,0.04219,0.00636
103,0.00000,0.63862,0.09627,0.29125,0.05281,0.00796,0.00401,0.03714,0.00559
104,0.00000,0.68573,0.10337,0.28968,0.06466,0.00974,0.00114,0.04331,0.00652
105,0.00227,0.58338,0.08794,0.28868,0.07300,0.01100,0.00340,0.03123,0.00470
106,0.00340,0.59833,0.09020,0.29631,0.06853,0.01033,0.00476,0.03545,0.00534
107,0.00227,0.50350,0.07590,0.28919,0.06231,0.00939,0.00922,0.03965,0.00597
108,0.00000,0.54387,0.08199,0.29252,0.06422,0.00968,0.00655,0.03171,0.00478
109,0.00113,0.55508,0.08368,0.29601,0.05737,0.00864,0.00270,0.03810,0.00574
110,0.0,0.51939,0.07830,0.29305,0.05203,0.00784,0.00478,0.03013,0.00454
111,0.00113,0.53539,0.08071,0.29238,0.04910,0.00740,0.00367,0.03612,0.00544
112,0.00454,0.50450,0.07605,0.29554,0.05910,0.00890,0.00011,0.03687,0.00555
113,0.00340,0.62725,0.09456,0.29464,0.06525,0.00983,0.00029,0.03674,0.00553
114,0.00454,0.63673,0.09599,0.29264,0.05488,0.00827,0.00438,0.03831,0.00577
115,0.01477,0.55181,0.08318,0.28485,0.05230,0.00788,0.00372,0.04372,0.00659
116,0.02272,0.71568,0.10789,0.29375,0.05688,0.00857,0.01100,0.03536,0.00533
117,0.02272,0.69702,0.10508,0.30107,0.05249,0.00791,0.00459,0.04133,0.00623
118,0.00454,0.58434,0.08809,0.30437,0.05668,0.00854,0.00339,0.03101,0.00467
119,0.00340,0.72106,0.10870,0.29080,0.06135,0.00924,0.01575,0.04488,0.00676
120,0.00227,0.80240,0.12096,0.28070,0.06500,0.00980,0.00249,0.04232,0.00638
121,0.00000,0.64057,0.09657,0.28294,0.06157,0.00928,0.01282,0.04620,0.00696
122,0.00340,0.62725,0.09456,0.28962,0.06194,0.00933,0.00136,0.03870,0.00583
123,0.01477,0.65440,0.09865,0.27827,0.06372,0.00960,0.01173,0.04096,0.00617
124,0.00113,0.53867,0.08120,0.27579,0.05924,0.00893,0.00527,0.04046,0.00609
125,0.00227,0.67250,0.10138,0.28008,0.05671,0.00855,0.00462,0.04551,0.00686
126,0.00227,0.70774,0.10669,0.28111,0.06636,0.01000,0.00323,0.04340,0.00654
127,0.01363,0.59154,0.08917,0.27773,0.07284,0.01098,0.00024,0.03655,0.00551
128,0.02272,0.63096,0.09512,0.28589,0.08200,0.01236,0.00837,0.04204,0.00633
129,0.02272,0.60925,0.09184,0.28631,0.08061,0.01215,0.00166,0.04177,0.00629
130,0.00227,0.58133,0.08763,0.28542,0.06560,0.00989,0.00521,0.05358,0.00807
131,0.00227,0.58318,0.08791,0.27850,0.05886,0.00887,0.00645,0.06383,0.00962
132,0.00227,0.51971,0.07835,0.28681,0.06156,0.00928,0.00423,0.06326,0.00953
133,0.00568,0.46529,0.07014,0.30185,0.07628,0.01149,0.00283,0.04012,0.00604
134,0.0,0.59256,0.08933,0.29942,0.09410,0.01418,0.00915,0.03389,0.00510
135,0.00340,0.68518,0.10329,0.29004,0.09032,0.01361,0.00164,0.05300,0.00799
136,0.00568,0.60219,0.09078,0.28086,0.07043,0.01061,0.00881,0.07472,0.01126
137,0.01136,0.53063,0.07999,0.27451,0.06184,0.00932,0.01238,0.07149,0.01077
138,0.01136,0.61476,0.09267,0.27621,0.05507,0.00830,0.01003,0.06424,0.00968
139,0.00340,0.66404,0.10010,0.29037,0.07440,0.01121,0.00918,0.05713,0.00861
140,0.0,0.56658,0.08541,0.29914,0.11572,0.01744,0.00327,0.03907,0.00589
141,0.00227,0.51300,0.07733,0.30060,0.14349,0.02163,0.00275,0.03746,0.00564
142,0.00581,0.51941,0.07921,0.27941,0.05480,0.00835,0.00309,0.03307,0.00504
143,0.00000,0.64248,0.09797,0.28744,0.06424,0.00979,0.00923,0.03784,0.00577
144,0.00000,0.59072,0.09008,0.29339,0.07043,0.01074,0.00041,0.03948,0.00602
145,0.00232,0.51714,0.07886,0.28845,0.07128,0.01087,0.00682,0.02793,0.00426
146,0.00232,0.61869,0.09435,0.28581,0.06580,0.01003,0.00056,0.04177,0.00637
147,0.00581,0.57366,0.08748,0.28544,0.07424,0.01132,0.00027,0.03624,0.00552
148,0.00000,0.62496,0.09530,0.27963,0.08156,0.01243,0.01006,0.03770,0.00575
149,0.00000,0.58845,0.08973,0.27356,0.07023,0.01071,0.00124,0.04286,0.00653
150,0.00232,0.59669,0.09099,0.27955,0.05264,0.00802,0.00700,0.04243,0.00647
151,0.00000,0.54814,0.08359,0.27980,0.05210,0.00794,0.00176,0.04045,0.00616
152,0.00581,0.62022,0.09458,0.28076,0.06090,0.00928,0.00181,0.03587,0.00547
153,0.00581,0.63623,0.09702,0.28353,0.06218,0.00948,0.00170,0.03788,0.00577
154,0.00000,0.48656,0.07420,0.28302,0.06774,0.01033,0.00223,0.03489,0.00532
155,0.0,0.47200,0.07198,0.28395,0.06756,0.01030,0.00575,0.03490,0.00532
156,0.00232,0.48416,0.07383,0.29422,0.06221,0.00948,0.00732,0.03858,0.00588
157,0.00581,0.49816,0.07596,0.29339,0.06312,0.00962,0.00565,0.03558,0.00542
158,0.00930,0.52829,0.08056,0.28902,0.06175,0.00941,0.00396,0.02845,0.00433
159,0.01162,0.62671,0.09557,0.28336,0.05998,0.00914,0.00325,0.04259,0.00649
