Count,Average Steering Change,Steering Change SD,Steering Change SE,Average Distance,Average Distance SD,Average Distance SE,Average Angle,Angle SD,Angle SE
1,0.00000,0.35958,0.05085,0.03718,0.01152,0.00163,0.00560,0.06138,0.00868
2,0.00499,1.02816,0.14540,0.11462,0.04763,0.00673,0.02164,0.06012,0.00850
3,0.02000,0.65161,0.09215,0.12299,0.09141,0.01292,0.04431,0.06189,0.00875
4,0.00799,0.59062,0.08352,0.13417,0.11958,0.01691,0.04259,0.05068,0.00716
5,0.02000,0.74242,0.10499,0.16528,0.11447,0.01618,0.01611,0.06649,0.00940
6,0.01500,1.02753,0.14531,0.18913,0.10311,0.01458,0.01096,0.06775,0.00958
7,0.00100,0.89170,0.12610,0.20219,0.10102,0.01428,0.00931,0.06937,0.00981
8,0.00699,1.06789,0.15102,0.20363,0.10902,0.01541,0.00767,0.06307,0.00892
9,0.00299,0.94416,0.13352,0.20445,0.11228,0.01587,0.00549,0.06759,0.00955
10,0.00500,0.94022,0.13296,0.21479,0.11736,0.01659,0.02413,0.06624,0.00936
11,0.00999,0.90823,0.12844,0.23093,0.12937,0.01829,0.01803,0.06324,0.00894
12,0.00699,0.79561,0.11251,0.24018,0.12433,0.01758,0.00186,0.07279,0.01029
13,0.01500,0.90383,0.12782,0.24860,0.12912,0.01826,0.00479,0.06793,0.00960
14,0.00499,0.91570,0.12950,0.25490,0.12868,0.01819,0.00163,0.07228,0.01022
15,0.00799,0.93708,0.13252,0.26970,0.12920,0.01827,0.01316,0.06813,0.00963
16,0.00499,0.95526,0.13509,0.28523,0.13645,0.01929,0.01401,0.08305,0.01174
17,0.00500,1.12912,0.15968,0.28942,0.15305,0.02164,0.00126,0.07204,0.01018
18,0.01999,1.06990,0.15130,0.28807,0.15193,0.02148,0.00209,0.06365,0.00900
19,0.01500,0.99775,0.14110,0.29588,0.16801,0.02376,0.01023,0.05936,0.00839
20,0.00500,0.96541,0.13653,0.30607,0.16041,0.02268,0.00294,0.06531,0.00923
21,0.01499,0.87122,0.12320,0.29412,0.16223,0.02294,0.01411,0.07288,0.01030
22,0.02000,0.87538,0.12379,0.28435,0.16410,0.02320,0.00175,0.06622,0.00936
23,0.00999,0.92822,0.13127,0.28346,0.16549,0.02340,0.00349,0.06948,0.00982
24,0.01999,0.84308,0.11923,0.27743,0.17228,0.02436,0.00898,0.05892,0.00833
25,0.00500,1.16808,0.16519,0.27397,0.16577,0.02344,0.00016,0.05726,0.00809
26,0.01500,0.96789,0.13688,0.27306,0.16233,0.02295,0.00074,0.06280,0.00888
27,0.01999,0.98468,0.13925,0.26518,0.14659,0.02073,0.01277,0.06139,0.00868
28,0.01499,1.01804,0.14397,0.25865,0.13546,0.01915,0.00101,0.07495,0.01060
29,0.01999,0.94694,0.13391,0.26967,0.13867,0.01961,0.01304,0.05212,0.00737
30,0.01000,0.92255,0.13046,0.27468,0.13792,0.01950,0.00330,0.06355,0.00898
31,0.00299,1.08712,0.15374,0.27197,0.14344,0.02028,0.00323,0.07436,0.01051
32,0.01999,1.00563,0.14221,0.27728,0.16044,0.02268,0.00730,0.05404,0.00764
33,0.02000,0.80665,0.11407,0.28035,0.16732,0.02366,0.00056,0.07469,0.01056
34,0.01000,0.89643,0.12677,0.28311,0.17835,0.02522,0.00298,0.06085,0.00860
35,0.01500,0.90836,0.12846,0.28419,0.17629,0.02493,0.00059,0.06701,0.00947
36,0.00299,0.93532,0.13227,0.29775,0.17347,0.02453,0.01262,0.06689,0.00946
37,0.00199,0.94323,0.13339,0.29801,0.17243,0.02438,0.01228,0.06175,0.00873
38,0.01500,0.94521,0.13367,0.28576,0.17673,0.02499,0.00325,0.05533,0.00782
39,0.01500,0.85042,0.12026,0.28449,0.17255,0.02440,0.00969,0.06746,0.00954
40,0.00500,0.95111,0.13450,0.28504,0.17368,0.02456,0.00485,0.06462,0.00913
41,0.00700,1.07545,0.15209,0.29410,0.17322,0.02449,0.00352,0.05596,0.00791
42,0.01499,0.98641,0.13950,0.29315,0.16538,0.02338,0.00966,0.05944,0.00840
