Count,Average Steering Change,Steering Change SD,Steering Change SE,Average Distance,Average Distance SD,Average Distance SE,Average Angle,Angle SD,Angle SE
1,0.01999,0.42988,0.06079,0.04908,0.00721,0.00102,0.07842,0.02461,0.00348
2,0.01799,0.57216,0.08091,0.21584,0.03544,0.00501,0.17724,0.05266,0.00744
3,0.01999,0.71140,0.10060,0.35464,0.07619,0.01077,0.05205,0.03553,0.00502
4,0.01000,0.72436,0.10244,0.38420,0.08833,0.01249,0.05064,0.04914,0.00695
5,0.00000,0.82091,0.11609,0.35559,0.08014,0.01133,0.04859,0.03520,0.00497
6,0.00499,0.95106,0.13450,0.27908,0.05879,0.00831,0.05984,0.05305,0.00750
7,0.02000,1.21041,0.17117,0.22913,0.06376,0.00901,0.01338,0.04777,0.00675
8,0.01999,1.19695,0.16927,0.20913,0.07019,0.00992,0.00286,0.05440,0.00769
9,0.01200,0.90457,0.12792,0.20255,0.06876,0.00972,0.00422,0.04649,0.00657
10,0.00200,0.91716,0.12970,0.18725,0.05884,0.00832,0.01365,0.04905,0.00693
11,0.00299,1.02148,0.14446,0.18517,0.05507,0.00778,0.00582,0.04313,0.00610
12,0.00799,1.04064,0.14716,0.18311,0.05637,0.00797,0.00275,0.05187,0.00733
13,0.01299,1.03753,0.14672,0.19092,0.07170,0.01014,0.01459,0.06922,0.00978
14,0.01500,0.96505,0.13647,0.20129,0.11906,0.01683,0.01143,0.09449,0.01336
15,0.02000,0.97867,0.13840,0.19510,0.13044,0.01844,0.00321,0.10600,0.01499
16,0.02000,1.01872,0.14406,0.18586,0.13291,0.01879,0.00883,0.10373,0.01467
17,0.02000,1.08954,0.15408,0.18770,0.13166,0.01862,0.02453,0.10601,0.01499
18,0.01500,0.91012,0.12871,0.19425,0.13816,0.01953,0.01824,0.11296,0.01597
19,0.01700,1.28893,0.18228,0.20080,0.16660,0.02356,0.02646,0.12410,0.01755
20,0.01734,1.13117,0.16159,0.19134,0.12634,0.01804,0.01825,0.11185,0.01597
21,0.01020,0.98306,0.14043,0.18827,0.12958,0.01851,0.00651,0.10970,0.01567
22,0.01836,1.05107,0.15015,0.18842,0.12954,0.01850,0.00955,0.10653,0.01521
23,0.01734,1.22222,0.17460,0.18533,0.12976,0.01853,0.01539,0.10288,0.01469
24,0.00000,1.11460,0.15922,0.19341,0.12984,0.01854,0.02002,0.09855,0.01407
25,0.00510,1.09671,0.15667,0.18751,0.13878,0.01982,0.00005,0.09151,0.01307
26,0.02083,1.07910,0.15575,0.16695,0.05589,0.00806,0.00585,0.04052,0.00584
27,0.02083,0.94658,0.13662,0.17294,0.05274,0.00761,0.00832,0.03902,0.00563
28,0.00520,0.94831,0.13687,0.17849,0.05071,0.00731,0.00176,0.03839,0.00554
29,0.01562,1.06022,0.15303,0.17645,0.05330,0.00769,0.00611,0.03897,0.00562
30,0.02083,1.11232,0.16055,0.18293,0.05661,0.00817,0.00206,0.04964,0.00716
31,0.02083,1.13150,0.16331,0.19114,0.06986,0.01008,0.00137,0.04402,0.00635
32,0.01562,1.12185,0.16192,0.19604,0.09292,0.01341,0.00458,0.04064,0.00586
33,0.02083,0.98888,0.14273,0.19597,0.11671,0.01684,0.00409,0.04384,0.00632
34,0.01562,1.06605,0.15387,0.20353,0.12655,0.01826,0.01026,0.03500,0.00505
35,0.02083,1.12012,0.16167,0.20491,0.11797,0.01702,0.00118,0.04460,0.00643
36,0.02083,1.16439,0.16806,0.20703,0.11608,0.01675,0.00401,0.03164,0.00456
37,0.00000,1.20264,0.17358,0.20075,0.09511,0.01372,0.00070,0.04727,0.00682
38,0.00729,1.07456,0.15509,0.19690,0.06025,0.00869,0.01132,0.05026,0.00725
39,0.02083,1.04427,0.15072,0.19382,0.04211,0.00607,0.00144,0.04127,0.00595
40,0.02083,1.01672,0.14675,0.18288,0.04581,0.00661,0.00307,0.03884,0.00560
41,0.00520,0.98108,0.14160,0.18217,0.05433,0.00784,0.00742,0.03917,0.00565
42,0.01041,0.95524,0.13787,0.19321,0.04845,0.00699,0.00674,0.04518,0.00652
43,0.01041,0.85920,0.12401,0.20103,0.04405,0.00635,0.00144,0.03346,0.00483
44,0.01041,0.87511,0.12631,0.19539,0.05625,0.00811,0.00560,0.04291,0.00619
45,0.01041,0.95524,0.13787,0.18935,0.05492,0.00792,0.00150,0.03477,0.00501
46,0.01562,0.91185,0.13161,0.18889,0.04839,0.00698,0.00043,0.03499,0.00505
47,0.02083,1.03540,0.14944,0.18584,0.05019,0.00724,0.00330,0.04690,0.00677
48,0.01249,1.13846,0.16432,0.18683,0.07420,0.01071,0.00817,0.06498,0.00938
49,0.00520,0.89676,0.12943,0.20175,0.12813,0.01849,0.02050,0.08430,0.01216
50,0.00312,0.96103,0.13871,0.20459,0.13470,0.01944,0.01012,0.09501,0.01371
51,0.00319,1.12748,0.16445,0.18316,0.05414,0.00789,0.00209,0.04373,0.00637
52,0.02127,0.94956,0.13850,0.18170,0.05139,0.00749,0.00050,0.04550,0.00663
53,0.02127,0.94737,0.13818,0.17754,0.04990,0.00727,0.00533,0.03628,0.00529
54,0.00744,1.02443,0.14942,0.17193,0.05313,0.00775,0.00210,0.03856,0.00562
55,0.01914,1.03808,0.15141,0.18087,0.04971,0.00725,0.00907,0.04108,0.00599
56,0.02127,0.94911,0.13844,0.18029,0.04987,0.00727,0.00190,0.03952,0.00576
57,0.00212,1.06635,0.15554,0.18697,0.05503,0.00802,0.00767,0.04340,0.00633
58,0.00638,1.12531,0.16414,0.19046,0.05325,0.00776,0.00295,0.04114,0.00600
59,0.01382,1.14453,0.16694,0.19369,0.05384,0.00785,0.00153,0.03400,0.00495
60,0.01276,1.14396,0.16686,0.18586,0.05164,0.00753,0.00777,0.03938,0.00574
61,0.01063,1.04423,0.15231,0.18328,0.04499,0.00656,0.00030,0.04167,0.00607
62,0.00000,0.92477,0.13489,0.17357,0.05020,0.00732,0.00516,0.03625,0.00528
63,0.00531,0.91687,0.13374,0.18295,0.05410,0.00789,0.01417,0.03610,0.00526
64,0.00744,1.01541,0.14811,0.18254,0.05280,0.00770,0.00321,0.03684,0.00537
65,0.01382,1.03490,0.15095,0.18477,0.05666,0.00826,0.00050,0.03708,0.00540
66,0.02127,1.11019,0.16193,0.17736,0.04718,0.00688,0.00427,0.04167,0.00607
67,0.02127,0.97673,0.14247,0.18088,0.04915,0.00717,0.00511,0.03787,0.00552
68,0.00000,1.05316,0.15361,0.17543,0.04890,0.00713,0.00426,0.03481,0.00507
69,0.00319,1.09303,0.15943,0.18113,0.04235,0.00617,0.00769,0.04459,0.00650
70,0.02127,1.13810,0.16601,0.17831,0.04716,0.00687,0.00204,0.03376,0.00492
