Count,Average Steering Change,Steering Change SD,Steering Change SE,Average Distance,Average Distance SD,Average Distance SE,Average Angle,Angle SD,Angle SE
1,0.01000,0.42630,0.11007,0.04018,0.00779,0.00201,0.02778,0.05928,0.01530
2,0.04333,0.97311,0.25125,0.12449,0.05231,0.01350,0.04075,0.05981,0.01544
3,0.00000,0.72938,0.18832,0.12104,0.10428,0.02692,0.01018,0.07916,0.02044
4,0.06666,0.94032,0.24279,0.13224,0.11559,0.02984,0.00330,0.06601,0.01704
5,0.06666,1.12200,0.28969,0.13275,0.09717,0.02509,0.02235,0.08549,0.02207
6,0.06666,1.02740,0.26527,0.09988,0.07472,0.01929,0.01898,0.08979,0.02318
7,0.06666,1.23297,0.31835,0.08328,0.06216,0.01605,0.00544,0.09190,0.02373
8,0.00666,0.97105,0.25072,0.09746,0.06638,0.01714,0.02871,0.05451,0.01407
9,0.02666,0.91266,0.23564,0.08400,0.04721,0.01219,0.04183,0.07353,0.01898
10,0.00999,0.90979,0.23490,0.05035,0.03492,0.00901,0.00417,0.07313,0.01888
11,0.01666,0.96223,0.24844,0.07822,0.04567,0.01179,0.02748,0.07223,0.01865
12,0.03333,0.97050,0.25058,0.11269,0.07966,0.02056,0.02542,0.04682,0.01209
13,0.05666,1.19483,0.30850,0.14076,0.08922,0.02303,0.00603,0.05187,0.01339
14,0.05666,1.05654,0.27279,0.14222,0.10719,0.02767,0.01630,0.05630,0.01453
15,0.00999,0.96664,0.24958,0.12581,0.11899,0.03072,0.01603,0.05827,0.01504
16,0.01000,0.67975,0.17551,0.13766,0.11964,0.03089,0.00873,0.05237,0.01352
17,0.00333,0.78325,0.20223,0.13578,0.11676,0.03014,0.03657,0.04532,0.01170
18,0.05000,0.90480,0.23361,0.13674,0.11586,0.02991,0.01888,0.05534,0.01428
19,0.05666,0.91612,0.23654,0.13106,0.11085,0.02862,0.00728,0.06261,0.01616
20,0.06666,1.06013,0.27372,0.13328,0.10077,0.02601,0.01313,0.05338,0.01378
21,0.05999,1.08261,0.27953,0.11617,0.10370,0.02677,0.02118,0.06294,0.01625
22,0.04333,1.02108,0.26364,0.09808,0.11726,0.03027,0.00447,0.06317,0.01631
23,0.04999,1.14934,0.29676,0.10502,0.11843,0.03058,0.00830,0.05650,0.01458
24,0.06666,1.23418,0.31866,0.11060,0.09924,0.02562,0.02002,0.06840,0.01766
25,0.01000,0.78976,0.20391,0.13143,0.09592,0.02476,0.01574,0.04968,0.01282
26,0.01666,0.66047,0.17053,0.13662,0.10284,0.02655,0.01205,0.05551,0.01433
27,0.02666,0.57817,0.14928,0.13714,0.12901,0.03331,0.00586,0.07408,0.01912
28,0.00999,0.65858,0.17004,0.15854,0.11086,0.02862,0.01125,0.06733,0.01738
29,0.02333,0.87232,0.22523,0.17815,0.09634,0.02487,0.00094,0.03326,0.00858
30,0.06666,1.14726,0.29622,0.17439,0.09354,0.02415,0.01301,0.05013,0.01294
31,0.06666,1.32623,0.34243,0.15478,0.10243,0.02644,0.01595,0.07461,0.01926
32,0.03999,0.99065,0.25578,0.18834,0.11131,0.02874,0.01615,0.05905,0.01524
33,0.06000,1.27556,0.32934,0.20814,0.12610,0.03255,0.00388,0.04788,0.01236
34,0.05666,1.13046,0.29188,0.19539,0.13432,0.03468,0.02415,0.07971,0.02058
35,0.06666,1.20355,0.31075,0.17786,0.14556,0.03758,0.02105,0.07722,0.01993
36,0.06666,1.11679,0.28835,0.18508,0.14913,0.03850,0.01284,0.06751,0.01743
37,0.04333,0.84810,0.21898,0.18231,0.15635,0.04036,0.02294,0.05630,0.01453
38,0.00666,0.97345,0.25134,0.19128,0.15301,0.03950,0.00223,0.08418,0.02173
39,0.01666,0.92640,0.23919,0.18185,0.15496,0.04001,0.01421,0.07570,0.01954
40,0.00000,0.84380,0.21786,0.15795,0.15048,0.03885,0.01171,0.06390,0.01649
41,0.02333,0.56180,0.14505,0.13820,0.16647,0.04298,0.00455,0.06337,0.01636
42,0.05000,0.80849,0.20875,0.15485,0.16580,0.04280,0.00458,0.06482,0.01673
43,0.0,0.96591,0.24939,0.17094,0.14467,0.03735,0.00716,0.05984,0.01545
44,0.01666,0.96465,0.24907,0.19121,0.14931,0.03855,0.01120,0.05436,0.01403
45,0.02666,1.11532,0.28797,0.18768,0.14152,0.03654,0.00276,0.05463,0.01410
