Count,Average Steering Change,Steering Change SD,Steering Change SE,Average Distance,Average Distance SD,Average Distance SE,Average Angle,Angle SD,Angle SE
1,0.01999,0.27892,0.03944,0.05049,0.00077,0.00010,0.08376,0.00171,0.00024
2,0.02000,0.23958,0.03388,0.22422,0.01508,0.00213,0.18828,0.02871,0.00406
3,0.01500,0.63500,0.08980,0.37100,0.04312,0.00609,0.05220,0.01813,0.00256
4,0.00500,0.76172,0.10772,0.40567,0.04292,0.00606,0.05049,0.04217,0.00596
5,0.00000,0.70278,0.09938,0.38968,0.05072,0.00717,0.03216,0.03593,0.00508
6,0.00200,0.79031,0.11176,0.33484,0.05985,0.00846,0.04028,0.04495,0.00635
7,0.00200,0.78733,0.11134,0.30870,0.06757,0.00955,0.00343,0.03694,0.00522
8,0.01999,0.86942,0.12295,0.29070,0.07273,0.01028,0.01209,0.04745,0.00671
9,0.02000,0.97164,0.13741,0.27371,0.07003,0.00990,0.01089,0.04354,0.00615
10,0.00300,0.82252,0.11632,0.26462,0.07408,0.01047,0.00143,0.04670,0.00660
11,0.00700,0.76987,0.10887,0.26732,0.07401,0.01046,0.00912,0.03638,0.00514
12,0.00499,0.74466,0.10531,0.27993,0.07982,0.01128,0.01078,0.04672,0.00660
13,0.0,0.57131,0.08079,0.28210,0.08733,0.01235,0.00059,0.06967,0.00985
14,0.00200,0.72800,0.10295,0.28314,0.12568,0.01777,0.00523,0.10209,0.01443
15,0.00999,0.75973,0.10744,0.28371,0.12470,0.01763,0.00730,0.10875,0.01538
16,0.01500,0.73309,0.10367,0.29032,0.12544,0.01774,0.02387,0.10180,0.01439
17,0.01999,0.77155,0.10911,0.29520,0.12508,0.01768,0.01607,0.10518,0.01487
18,0.01499,0.73683,0.10420,0.28621,0.12860,0.01818,0.00785,0.11311,0.01599
19,0.02000,0.85556,0.12099,0.27934,0.13149,0.01859,0.01242,0.10816,0.01529
20,0.02040,0.70072,0.10010,0.27560,0.07141,0.01020,0.00041,0.06473,0.00924
21,0.00306,0.70090,0.10012,0.28864,0.11547,0.01649,0.00226,0.05229,0.00747
22,0.01020,0.69729,0.09961,0.30001,0.16205,0.02315,0.00820,0.05697,0.00813
23,0.01562,0.77561,0.11195,0.27602,0.09763,0.01409,0.00762,0.03663,0.00528
24,0.02083,0.79574,0.11485,0.27477,0.08651,0.01248,0.00428,0.05156,0.00744
25,0.01874,0.66227,0.09559,0.27264,0.07759,0.01119,0.00929,0.06589,0.00951
26,0.02083,0.86378,0.12467,0.27363,0.07016,0.01012,0.01317,0.08434,0.01217
27,0.01874,0.99182,0.14315,0.28800,0.12211,0.01762,0.01453,0.10406,0.01502
28,0.02083,0.83371,0.12033,0.30501,0.22532,0.03252,0.01332,0.12614,0.01820
29,0.02127,0.72337,0.10551,0.27781,0.05021,0.00732,0.00053,0.02990,0.00436
30,0.00106,0.76544,0.11165,0.26837,0.05465,0.00797,0.00857,0.03278,0.00478
31,0.00212,0.82552,0.12041,0.27199,0.05034,0.00734,0.00835,0.03596,0.00524
32,0.00000,0.77856,0.11356,0.26859,0.05438,0.00793,0.00722,0.03945,0.00575
33,0.00000,0.73339,0.10697,0.27078,0.05616,0.00819,0.00083,0.04041,0.00589
34,0.00000,0.77624,0.11322,0.27222,0.06499,0.00947,0.00303,0.03154,0.00460
35,0.00106,0.76258,0.11123,0.26770,0.06362,0.00928,0.00019,0.04286,0.00625
36,0.00212,0.80773,0.11782,0.26694,0.06956,0.01014,0.00863,0.04885,0.00712
37,0.00106,0.84780,0.12366,0.27734,0.07782,0.01135,0.01080,0.04754,0.00693
38,0.00000,0.72801,0.10619,0.28316,0.08605,0.01255,0.00128,0.03057,0.00445
39,0.00106,0.57708,0.08417,0.28381,0.08983,0.01310,0.00675,0.03529,0.00514
40,0.00212,0.76227,0.11118,0.27561,0.06457,0.00941,0.01123,0.06278,0.00915
41,0.00106,0.81452,0.11881,0.26958,0.04680,0.00682,0.00668,0.07962,0.01161
42,0.00000,0.74476,0.10863,0.27286,0.05733,0.00836,0.00659,0.07315,0.01067
43,0.00000,0.61159,0.08920,0.28102,0.06988,0.01019,0.00702,0.04516,0.00658
44,0.00106,0.61224,0.08930,0.29508,0.10245,0.01494,0.00447,0.05116,0.00746
45,0.00212,0.72375,0.10557,0.30761,0.13455,0.01962,0.00129,0.03809,0.00555
46,0.00217,0.72479,0.10686,0.29073,0.04857,0.00716,0.00258,0.03353,0.00494
47,0.01413,0.75012,0.11059,0.28807,0.05115,0.00754,0.00071,0.03482,0.00513
48,0.02173,0.80788,0.11911,0.28567,0.04640,0.00684,0.00383,0.03573,0.00526
49,0.01086,0.74628,0.11003,0.27506,0.05209,0.00768,0.00737,0.03440,0.00507
50,0.00108,0.77806,0.11471,0.27814,0.05232,0.00771,0.00672,0.04283,0.00631
51,0.00326,0.72339,0.10665,0.27398,0.06829,0.01006,0.00366,0.05672,0.00836
52,0.00760,0.69571,0.10257,0.29237,0.05947,0.00876,0.01282,0.06524,0.00961
53,0.00108,0.70421,0.10383,0.30384,0.10825,0.01596,0.00067,0.07267,0.01071
54,0.00326,0.72068,0.10625,0.29932,0.14181,0.02090,0.00431,0.06729,0.00992
55,0.00777,0.81034,0.12079,0.28692,0.07079,0.01055,0.00002,0.04602,0.00686
56,0.01111,0.88987,0.13265,0.29547,0.10462,0.01559,0.01135,0.06293,0.00938
57,0.01111,0.81873,0.12204,0.31117,0.14500,0.02161,0.00110,0.04761,0.00709
58,0.01136,0.68181,0.10278,0.30091,0.06193,0.00933,0.00997,0.05353,0.00807
59,0.00568,0.53504,0.08066,0.30497,0.10809,0.01629,0.00746,0.04935,0.00744
60,0.0,0.63424,0.09561,0.31276,0.14264,0.02150,0.00055,0.03684,0.00555
61,0.00813,0.67055,0.10225,0.28965,0.05222,0.00796,0.00172,0.04260,0.00649
62,0.01976,0.65531,0.09993,0.29006,0.05051,0.00770,0.00320,0.03487,0.00531
63,0.02325,0.64342,0.09812,0.29100,0.04528,0.00690,0.00277,0.03126,0.00476
64,0.01744,0.62986,0.09605,0.28229,0.04180,0.00637,0.00894,0.04520,0.00689
65,0.02325,0.80009,0.12201,0.28274,0.05494,0.00837,0.00416,0.04250,0.00648
66,0.01162,0.66401,0.10126,0.28641,0.05603,0.00854,0.00152,0.03446,0.00525
67,0.00000,0.62263,0.09495,0.29037,0.05067,0.00772,0.00122,0.03111,0.00474
68,0.00232,0.81132,0.12372,0.29054,0.04588,0.00699,0.00703,0.03297,0.00502
69,0.00232,0.75312,0.11485,0.29187,0.03609,0.00550,0.00427,0.03350,0.00510
70,0.02093,0.67816,0.10341,0.28888,0.03756,0.00572,0.00657,0.02679,0.00408
71,0.02093,0.74484,0.11358,0.28701,0.04270,0.00651,0.00205,0.03280,0.00500
72,0.00581,0.82357,0.12559,0.29806,0.04659,0.00710,0.00480,0.03278,0.00499
73,0.01976,0.75167,0.11462,0.29791,0.05601,0.00854,0.00944,0.03541,0.00540
74,0.02325,0.74070,0.11295,0.29304,0.05724,0.00873,0.00373,0.03602,0.00549
75,0.00813,0.66533,0.10146,0.29168,0.04857,0.00740,0.00827,0.05002,0.00762
76,0.02325,0.76251,0.11628,0.28472,0.05471,0.00834,0.00482,0.04266,0.00650
77,0.00930,0.58531,0.08925,0.28964,0.04974,0.00758,0.00740,0.02883,0.00439
78,0.00930,0.66352,0.10118,0.28885,0.05136,0.00783,0.01016,0.03570,0.00544
79,0.02325,0.59331,0.09047,0.28367,0.05391,0.00822,0.00882,0.05297,0.00807
80,0.01395,0.64944,0.09903,0.29071,0.04792,0.00730,0.00113,0.04067,0.00620
81,0.00348,0.67042,0.10223,0.29753,0.05812,0.00886,0.00091,0.03863,0.00589
82,0.00000,0.48524,0.07399,0.30343,0.06902,0.01052,0.00028,0.02540,0.00387
83,0.00930,0.47559,0.07252,0.30269,0.08058,0.01228,0.00449,0.02873,0.00438
84,0.02325,0.71644,0.10925,0.30107,0.07863,0.01199,0.00169,0.03098,0.00472
85,0.01744,0.69431,0.10588,0.29627,0.05660,0.00863,0.00444,0.04566,0.00696
86,0.00116,0.66476,0.10137,0.28594,0.03730,0.00568,0.00374,0.06142,0.00936
87,0.00348,0.65825,0.10038,0.28083,0.04252,0.00648,0.01141,0.08040,0.01226
88,0.00930,0.71040,0.10833,0.29544,0.08965,0.01367,0.00947,0.08325,0.01269
89,0.00930,0.73217,0.11165,0.30012,0.13736,0.02094,0.01086,0.07092,0.01081
90,0.01428,0.67491,0.10414,0.28541,0.03631,0.00560,0.00651,0.03159,0.00487
91,0.02380,0.59514,0.09183,0.28997,0.03927,0.00606,0.00202,0.03158,0.00487
92,0.01785,0.64723,0.09986,0.29208,0.04802,0.00741,0.00035,0.03642,0.00562
93,0.00357,0.72188,0.11138,0.29109,0.05131,0.00791,0.00269,0.03271,0.00504
94,0.00595,0.58657,0.09051,0.28837,0.04201,0.00648,0.00372,0.04690,0.00723
95,0.00833,0.52371,0.08081,0.27799,0.04818,0.00743,0.01481,0.04370,0.00674
96,0.01547,0.61096,0.09427,0.26600,0.06426,0.00991,0.00044,0.02784,0.00429
97,0.02023,0.78224,0.12070,0.27812,0.06532,0.01008,0.01507,0.03301,0.00509
98,0.02380,0.74635,0.11516,0.28125,0.04962,0.00765,0.00239,0.05346,0.00824
99,0.00833,0.66876,0.10319,0.29185,0.03581,0.00552,0.01183,0.04263,0.00657
100,0.00119,0.73310,0.11312,0.30553,0.06186,0.00954,0.00751,0.04574,0.00705
101,0.00000,0.76063,0.11736,0.30736,0.08779,0.01354,0.00403,0.03502,0.00540
102,0.00000,0.56389,0.08701,0.30789,0.09320,0.01438,0.00231,0.03937,0.00607
103,0.00000,0.65146,0.10052,0.29871,0.08008,0.01235,0.01406,0.05963,0.00920
104,0.00119,0.54132,0.08352,0.29186,0.05416,0.00835,0.01322,0.07569,0.01168
105,0.00000,0.65773,0.10149,0.28187,0.05134,0.00792,0.01957,0.08916,0.01375
106,0.00000,0.78140,0.12057,0.29581,0.05009,0.00772,0.01045,0.07140,0.01101
107,0.00000,0.55901,0.08625,0.31111,0.10835,0.01672,0.00434,0.04124,0.00636
108,0.00238,0.69999,0.10801,0.32240,0.14913,0.02301,0.00186,0.04945,0.00763
109,0.00595,0.73348,0.11317,0.33735,0.18070,0.02788,0.01373,0.08541,0.01318
110,0.00853,0.68341,0.10673,0.31675,0.11246,0.01756,0.00731,0.09156,0.01429
111,0.00609,0.74130,0.11577,0.29592,0.08442,0.01318,0.00616,0.10149,0.01585
112,0.00243,0.71490,0.11164,0.29442,0.07020,0.01096,0.03045,0.11355,0.01773
113,0.00000,0.75909,0.11855,0.30833,0.06872,0.01073,0.00537,0.13182,0.02058
114,0.00000,0.78079,0.12193,0.31951,0.12754,0.01991,0.00011,0.12927,0.02018
115,0.00365,0.67799,0.10588,0.32924,0.14378,0.02245,0.00845,0.09285,0.01450
116,0.00874,0.71185,0.11255,0.31223,0.11031,0.01744,0.00608,0.03011,0.00476
117,0.01000,0.73961,0.11694,0.30908,0.12989,0.02053,0.00114,0.05623,0.00889
118,0.00625,0.82448,0.13036,0.30910,0.11760,0.01859,0.00513,0.07522,0.01189
119,0.00874,0.56567,0.08944,0.30893,0.08101,0.01280,0.00574,0.09101,0.01439
120,0.02124,0.71150,0.11249,0.29403,0.07736,0.01223,0.00035,0.09907,0.01566
121,0.01625,0.64501,0.10198,0.29652,0.09335,0.01476,0.00971,0.11386,0.01800
122,0.00250,0.66997,0.10593,0.31940,0.14185,0.02242,0.01823,0.11487,0.01816
123,0.00625,0.70402,0.11131,0.32073,0.13716,0.02168,0.02622,0.10206,0.01613
124,0.01282,0.48763,0.07808,0.30045,0.05174,0.00828,0.01102,0.04650,0.00744
125,0.01282,0.43156,0.06910,0.28887,0.05460,0.00874,0.00294,0.04564,0.00730
126,0.01923,0.50846,0.08142,0.28224,0.04523,0.00724,0.00394,0.03244,0.00519
127,0.02564,0.63051,0.10096,0.28092,0.06057,0.00969,0.00663,0.04190,0.00670
128,0.02307,0.59526,0.09531,0.28483,0.04258,0.00681,0.00124,0.05459,0.00874
129,0.02564,0.63305,0.10136,0.29196,0.06513,0.01042,0.00027,0.04694,0.00751
130,0.01666,0.69819,0.11180,0.29213,0.06575,0.01052,0.00635,0.03013,0.00482
131,0.00000,0.76569,0.12260,0.29349,0.06316,0.01011,0.00526,0.04250,0.00680
132,0.00256,0.60520,0.09691,0.28349,0.06776,0.01085,0.00507,0.03965,0.00634
133,0.01666,0.60641,0.09710,0.27811,0.05610,0.00898,0.00192,0.03459,0.00553
134,0.02307,0.63395,0.10151,0.27420,0.05910,0.00946,0.00632,0.04595,0.00735
135,0.01923,0.76515,0.12252,0.27072,0.05602,0.00897,0.01061,0.05021,0.00804
136,0.00000,0.84981,0.13607,0.27851,0.05219,0.00835,0.00299,0.04288,0.00686
137,0.00384,0.66731,0.10685,0.28231,0.05730,0.00917,0.00510,0.05548,0.00888
138,0.01666,0.55242,0.08845,0.29067,0.09039,0.01447,0.01646,0.06820,0.01092
139,0.02307,0.69916,0.11195,0.30801,0.14788,0.02368,0.01508,0.06185,0.00990
140,0.02631,0.72126,0.11700,0.29065,0.05106,0.00828,0.00397,0.03366,0.00546
141,0.01710,0.66265,0.10749,0.29613,0.05355,0.00868,0.00978,0.02589,0.00420
142,0.01315,0.63033,0.10225,0.29586,0.04214,0.00683,0.00395,0.04740,0.00769
143,0.00000,0.52251,0.08476,0.28455,0.05478,0.00888,0.00723,0.06319,0.01025
144,0.00394,0.58651,0.09514,0.29768,0.04252,0.00689,0.01316,0.08093,0.01312
145,0.00657,0.80558,0.13068,0.30593,0.10952,0.01776,0.00440,0.05907,0.00958
146,0.00394,0.78575,0.12746,0.30901,0.16344,0.02651,0.00434,0.03014,0.00488
147,0.00270,0.85360,0.14033,0.28100,0.04303,0.00707,0.00506,0.03439,0.00565
148,0.01351,0.63646,0.10463,0.28755,0.04121,0.00677,0.00566,0.03048,0.00501
149,0.00945,0.61036,0.10034,0.28862,0.05462,0.00898,0.00135,0.02811,0.00462
150,0.00675,0.70540,0.11596,0.29600,0.05734,0.00942,0.00959,0.03444,0.00566
151,0.00945,0.60681,0.09975,0.29790,0.03873,0.00636,0.00895,0.05040,0.00828
152,0.00675,0.72402,0.11902,0.28845,0.04592,0.00755,0.00913,0.05853,0.00962
153,0.01351,0.92879,0.15269,0.29173,0.03392,0.00557,0.00393,0.03371,0.00554
154,0.02027,0.77863,0.12800,0.29026,0.02487,0.00409,0.00095,0.03510,0.00577
155,0.02702,0.66805,0.10982,0.28481,0.03222,0.00529,0.00553,0.05238,0.00861
156,0.01351,0.71543,0.11761,0.27588,0.05842,0.00960,0.00932,0.07055,0.01159
157,0.00810,0.87181,0.14332,0.28765,0.04382,0.00720,0.01805,0.08320,0.01367
158,0.00675,0.77895,0.12806,0.30406,0.10734,0.01764,0.01288,0.09809,0.01612
159,0.00135,0.82441,0.13553,0.30373,0.13805,0.02269,0.00914,0.08997,0.01479
160,0.00277,0.65732,0.10955,0.28152,0.04310,0.00718,0.00728,0.02947,0.00491
161,0.00972,0.62514,0.10419,0.29378,0.03794,0.00632,0.00915,0.03100,0.00516
162,0.00972,0.70620,0.11770,0.29233,0.03813,0.00635,0.00948,0.02853,0.00475
163,0.00694,0.69593,0.11598,0.28878,0.03322,0.00553,0.00188,0.02665,0.00444
164,0.00277,0.69939,0.11656,0.29056,0.02912,0.00485,0.00051,0.03257,0.00542
165,0.00277,0.75442,0.12573,0.28679,0.03482,0.00580,0.00347,0.03012,0.00502
166,0.00972,0.73303,0.12217,0.28737,0.03648,0.00608,0.00169,0.02780,0.00463
167,0.00972,0.58651,0.09775,0.28811,0.03644,0.00607,0.00003,0.02495,0.00415
168,0.00000,0.75009,0.12501,0.28550,0.03347,0.00557,0.00248,0.02763,0.00460
169,0.00277,0.70798,0.11799,0.28447,0.03241,0.00540,0.00276,0.03343,0.00557
170,0.00972,0.65487,0.10914,0.28861,0.03588,0.00598,0.00023,0.02760,0.00460
171,0.02361,0.53741,0.08956,0.28779,0.03948,0.00658,0.00096,0.02962,0.00493
172,0.02777,0.53624,0.08937,0.29877,0.04509,0.00751,0.01176,0.03109,0.00518
173,0.01111,0.64550,0.10758,0.30504,0.06332,0.01055,0.00049,0.04686,0.00781
174,0.02361,0.71700,0.11950,0.30469,0.09395,0.01565,0.00187,0.04869,0.00811
175,0.02777,0.68144,0.11357,0.30914,0.13200,0.02200,0.00352,0.04407,0.00734
176,0.00138,0.66504,0.11084,0.31542,0.15675,0.02612,0.00382,0.03006,0.00501
177,0.00000,0.68420,0.11565,0.28943,0.06102,0.01031,0.00066,0.03310,0.00559
178,0.00142,0.79250,0.13395,0.28981,0.05582,0.00943,0.00348,0.05607,0.00947
179,0.00285,0.95176,0.16087,0.30035,0.05476,0.00925,0.00339,0.06629,0.01120
180,0.00142,0.70055,0.11841,0.30304,0.07354,0.01243,0.01218,0.03522,0.00595
181,0.00000,0.75753,0.12804,0.29966,0.08095,0.01368,0.00262,0.03897,0.00658
182,0.00285,0.80053,0.13531,0.29081,0.05929,0.01002,0.00117,0.06372,0.01077
183,0.00428,0.71687,0.12117,0.28341,0.05856,0.00989,0.01070,0.04994,0.00844
184,0.00000,0.68889,0.11644,0.28722,0.06476,0.01094,0.01148,0.05386,0.00910
