Count,Average Steering Change,Steering Change SD,Steering Change SE,Average Distance,Average Distance SD,Average Distance SE,Average Angle,Angle SD,Angle SE
1,0.0,0.0,0.0,0.00082,0.0,0.0,0.00062,.0,.0
2,0.0,0.0,0.0,0.00295,.0,.0,0.00164,0.0,0.0
3,0.0,0.0,0.0,0.00651,0.00000,0.00000,0.00265,.0,.0
4,0.0,0.0,0.0,0.01160,.0,.0,0.00366,0.00000,0.00000
5,0.0,0.0,0.0,0.01811,0.00000,0.00000,0.00468,.0,.0
6,0.0,0.0,0.0,0.02592,.0,.0,0.00569,0.00000,0.00000
7,0.0,0.0,0.0,0.03527,0.00000,0.00000,0.00670,.0,.0
8,0.0,0.0,0.0,0.04604,0.00000,0.00000,0.00772,.0,.0
9,0.00199,0.06477,0.00916,0.03692,0.01328,0.00187,0.02235,0.01938,0.00274
10,0.00500,0.15206,0.02150,0.02734,0.03081,0.00435,0.01435,0.00580,0.00082
11,0.00200,0.07345,0.01038,0.06006,0.02882,0.00407,0.02624,0.01233,0.00174
12,0.00000,0.10392,0.01469,0.08393,0.03026,0.00428,0.01163,0.01387,0.00196
13,0.00100,0.10793,0.01526,0.10243,0.02996,0.00423,0.01214,0.01121,0.00158
14,0.00099,0.04414,0.00624,0.12191,0.02683,0.00379,0.01298,0.01331,0.00188
15,0.00100,0.05700,0.00806,0.13527,0.02842,0.00401,0.00421,0.01382,0.00195
16,0.00000,0.09486,0.01341,0.14405,0.03570,0.00504,0.00724,0.00965,0.00136
17,0.00199,0.07871,0.01113,0.15038,0.04190,0.00592,0.00103,0.01259,0.00178
18,0.00099,0.06594,0.00932,0.15282,0.04679,0.00661,0.00296,0.01140,0.00161
19,0.0,0.06324,0.00894,0.15524,0.04855,0.00686,0.00009,0.01274,0.00180
20,0.00099,0.08859,0.01252,0.15656,0.04834,0.00683,0.00185,0.01111,0.00157
21,0.00000,0.06164,0.00871,0.15405,0.04767,0.00674,0.00534,0.01101,0.00155
22,0.00000,0.07483,0.01058,0.15090,0.04835,0.00683,0.00164,0.01332,0.00188
23,0.0,0.10148,0.01435,0.15023,0.04912,0.00694,0.00231,0.00990,0.00140
24,0.00000,0.09273,0.01311,0.14707,0.04973,0.00703,0.00110,0.01133,0.00160
25,0.00199,0.08121,0.01148,0.14796,0.05003,0.00707,0.00250,0.01211,0.00171
26,0.00100,0.04526,0.00640,0.15115,0.05039,0.00712,0.00210,0.01406,0.00198
27,0.00100,0.08859,0.01252,0.15480,0.05355,0.00757,0.00392,0.01263,0.00178
28,0.00000,0.10246,0.01449,0.15724,0.05527,0.00781,0.00067,0.01250,0.00176
29,0.00000,0.07483,0.01058,0.15515,0.05523,0.00781,0.00143,0.01153,0.00163
30,0.00000,0.05656,0.00800,0.15466,0.05285,0.00747,0.00145,0.01128,0.00159
