Count,Average Steering Change,Steering Change SD,Steering Change SE,Average Distance,Average Distance SD,Average Distance SE,Average Angle,Angle SD,Angle SE
1,0.00555,0.33203,0.07826,0.03449,0.01395,0.00328,0.02403,0.05360,0.01263
2,0.00000,0.63704,0.15015,0.10997,0.04935,0.01163,0.02057,0.06269,0.01477
3,0.02222,0.74521,0.17564,0.12293,0.08525,0.02009,0.01033,0.05243,0.01235
4,0.04999,0.91802,0.21638,0.10212,0.07256,0.01710,0.00490,0.08245,0.01943
5,0.04166,0.95295,0.22461,0.09099,0.08580,0.02022,0.00948,0.08346,0.01967
6,0.02777,0.77981,0.18380,0.11540,0.08681,0.02046,0.00883,0.05053,0.01191
7,0.05555,0.76501,0.18031,0.10337,0.08371,0.01973,0.03050,0.07491,0.01765
8,0.01388,0.91587,0.21587,0.08829,0.07712,0.01817,0.03714,0.04514,0.01064
9,0.00833,0.94048,0.22167,0.07424,0.05959,0.01404,0.00639,0.06396,0.01507
10,0.00277,0.90361,0.21298,0.06380,0.04866,0.01147,0.00947,0.06532,0.01539
11,0.05000,0.85326,0.20111,0.09189,0.05041,0.01188,0.01843,0.05011,0.01181
12,0.04999,0.83549,0.19692,0.07562,0.05808,0.01369,0.03979,0.06908,0.01628
13,0.01944,1.16346,0.27423,0.08353,0.07407,0.01745,0.03698,0.06903,0.01627
14,0.05555,1.21425,0.28620,0.09792,0.07850,0.01850,0.01491,0.07053,0.01662
15,0.01388,0.96145,0.22661,0.08842,0.09521,0.02244,0.02914,0.05811,0.01369
16,0.05555,1.19767,0.28229,0.09386,0.11478,0.02705,0.01357,0.06892,0.01624
17,0.03611,0.95011,0.22394,0.12227,0.11577,0.02728,0.02854,0.07682,0.01810
18,0.05555,1.03533,0.24402,0.14438,0.11342,0.02673,0.01267,0.07692,0.01813
19,0.05000,1.05356,0.24832,0.14204,0.11342,0.02673,0.01254,0.07579,0.01786
20,0.05555,1.13943,0.26856,0.11579,0.10264,0.02419,0.01137,0.06682,0.01575
21,0.03611,0.81202,0.19139,0.13624,0.09523,0.02244,0.01014,0.07534,0.01775
22,0.03333,1.08333,0.25534,0.14826,0.12376,0.02917,0.01111,0.06159,0.01451
