Count,Average Steering Change,Steering Change SD,Steering Change SE,Average Distance,Average Distance SD,Average Distance SE,Average Angle,Angle SD,Angle SE
1,0.02083,0.49684,0.10141,0.03939,0.01417,0.00289,0.03007,0.06070,0.01239
2,0.04166,0.98103,0.20025,0.14162,0.06037,0.01232,0.06227,0.07817,0.01595
3,0.03124,0.82522,0.16844,0.18087,0.10652,0.02174,0.00416,0.04965,0.01013
4,0.00208,0.79181,0.16162,0.16091,0.11310,0.02308,0.04692,0.08328,0.01700
5,0.02083,0.75951,0.15503,0.11981,0.08858,0.01808,0.02708,0.09205,0.01879
6,0.00624,0.92255,0.18831,0.09837,0.07870,0.01606,0.01171,0.06689,0.01365
7,0.00416,0.84012,0.17149,0.09003,0.07282,0.01486,0.00964,0.06852,0.01398
8,0.00625,0.70847,0.14461,0.08402,0.05603,0.01143,0.05418,0.05660,0.01155
9,0.02708,0.81047,0.16543,0.08344,0.06217,0.01269,0.02021,0.06277,0.01281
10,0.03541,0.95300,0.19453,0.09160,0.05150,0.01051,0.03873,0.07650,0.01561
11,0.02083,1.13678,0.23204,0.08308,0.06886,0.01405,0.03518,0.05392,0.01100
12,0.00416,0.81187,0.16572,0.08706,0.08737,0.01783,0.01153,0.08175,0.01668
13,0.02499,0.96360,0.19669,0.12005,0.08864,0.01809,0.00690,0.05898,0.01204
14,0.02083,0.82713,0.16883,0.13596,0.07449,0.01520,0.00827,0.07722,0.01576
15,0.01041,0.89500,0.18269,0.13176,0.07638,0.01559,0.00031,0.06595,0.01346
16,0.00624,0.99637,0.20338,0.11380,0.08399,0.01714,0.00235,0.08004,0.01633
17,0.00833,1.03487,0.21124,0.11112,0.06513,0.01329,0.00395,0.07694,0.01570
18,0.00000,1.00695,0.20554,0.11181,0.07298,0.01489,0.00467,0.06552,0.01337
19,0.02708,0.91023,0.18580,0.12628,0.06695,0.01366,0.00075,0.06240,0.01273
20,0.04166,0.83997,0.17145,0.11873,0.08331,0.01700,0.00307,0.07684,0.01568
21,0.04166,0.92990,0.18981,0.12226,0.09633,0.01966,0.02045,0.06067,0.01238
22,0.00416,0.86793,0.17716,0.11649,0.11697,0.02387,0.00218,0.05633,0.01149
23,0.01249,0.78238,0.15970,0.12115,0.12142,0.02478,0.00543,0.06054,0.01235
24,0.01041,1.08752,0.22198,0.11020,0.12444,0.02540,0.00684,0.06292,0.01284
25,0.03750,0.94287,0.19246,0.10813,0.11828,0.02414,0.02241,0.07259,0.01481
26,0.02500,0.83566,0.17057,0.11338,0.12395,0.02530,0.01832,0.07990,0.01630
27,0.04166,0.72523,0.14803,0.13147,0.11229,0.02292,0.02860,0.06403,0.01307
28,0.03541,1.07901,0.22025,0.14079,0.10901,0.02225,0.01538,0.06601,0.01347
29,0.02500,1.06409,0.21720,0.15087,0.11730,0.02394,0.01144,0.06537,0.01334
30,0.00000,0.77432,0.15805,0.13466,0.12899,0.02633,0.00336,0.08005,0.01634
31,0.02708,1.08742,0.22196,0.13185,0.11314,0.02309,0.00065,0.08983,0.01833
32,0.02499,1.15451,0.23566,0.13295,0.11443,0.02335,0.00779,0.05892,0.01202
33,0.04166,0.77629,0.15846,0.13885,0.10456,0.02134,0.01357,0.08558,0.01747
34,0.02500,0.93117,0.19007,0.13149,0.10117,0.02065,0.00387,0.07170,0.01463
35,0.02500,0.87166,0.17792,0.12290,0.09719,0.01984,0.00761,0.07359,0.01502
36,0.02708,0.89941,0.18359,0.12269,0.08679,0.01771,0.02364,0.05475,0.01117
37,0.00000,0.82500,0.16840,0.13008,0.08864,0.01809,0.00450,0.05559,0.01134
38,0.02708,0.72254,0.14748,0.13398,0.09104,0.01858,0.00173,0.05564,0.01135
39,0.04166,1.08835,0.22215,0.12222,0.09305,0.01899,0.00267,0.07005,0.01430
40,0.02500,0.82953,0.16932,0.11564,0.08573,0.01750,0.02534,0.07416,0.01513
41,0.03750,1.08342,0.22115,0.11992,0.11368,0.02320,0.00540,0.07266,0.01483
42,0.03541,1.00999,0.20616,0.12778,0.13567,0.02769,0.00304,0.05943,0.01213
43,0.04166,1.00712,0.20557,0.13274,0.13828,0.02822,0.00091,0.06969,0.01422
44,0.04166,1.03407,0.21107,0.12731,0.14716,0.03004,0.02085,0.06026,0.01230
